관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
46820-00013,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 산19-1,34.7131985281,126.3905269920,30491,,,,,,2018-12-28,전라남도 해남군,061-530-5849,2019-06-11,4930000,전라남도 해남군,
46820-00014,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 448,34.7142717994,126.3968133729,52096,,,,,,2018-12-28,전라남도 해남군,061-530-5850,2019-06-11,4930000,전라남도 해남군,
46820-00015,산이 근린공원,근린공원,,전라남도 해남군 산이면 상공리 산141-1,34.6864304367,126.397138,21195,,,,,,2018-12-28,전라남도 해남군,061-530-5851,2019-06-11,4930000,전라남도 해남군,
46820-00016,산이 근린공원,근린공원,,전라남도 해남군 산이면 대진리 1157,34.6904654382,126.4166950340,48178,,,,,,2018-12-28,전라남도 해남군,061-530-5852,2019-06-11,4930000,전라남도 해남군,
46820-00017,산이 근린공원,근린공원,,전라남도 해남군 산이면 상공리 산53,34.6873959462,126.415596,10930,,,,,,2018-12-28,전라남도 해남군,061-530-5853,2019-06-11,4930000,전라남도 해남군,
46820-00018,산이 근린공원,근린공원,,전라남도 해남군 산이면 덕송리 산45,34.699395,126.4425909276,46338,,,,,,2018-12-28,전라남도 해남군,061-530-5854,2019-06-11,4930000,전라남도 해남군,
46820-00019,산이 근린공원,근린공원,,전라남도 해남군 산이면 덕송리 5-2,34.6991727893,126.4494645383,40561,,,,,,2018-12-28,전라남도 해남군,061-530-5855,2019-06-11,4930000,전라남도 해남군,
46820-00020,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 133-2,34.7037670033,126.397805,16027,,,,,,2018-12-28,전라남도 해남군,061-530-5856,2019-06-11,4930000,전라남도 해남군,
46820-00021,고천암 자연생태공원,문화공원,,전라남도 해남군 황산면 한자리 1637-1,34.5232251233,126.4636677731,47794,,,,,,2014-06-16,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00022,동외소공원,소공원,,전라남도 해남군 문내면 동외리 879,34.595716,126.313027,7200,,,,,,2009-06-24,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00023,학동소공원,소공원,,전라남도 해남군 해남읍 구교리 793-2,34.5809056468,126.578278,2708,,,,,,2009-06-24,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00024,마산 소공원1,소공원,,전라남도 해남군 마산면 상등리 303-2,34.590676,126.557032,1591,,,,,,2012-08-17,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00025,마산 소공원2,소공원,,전라남도 해남군 마산면 상등리 349-18,34.5913234492,126.5545832750,982,,,,,,2012-08-17,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00026,휴양 소공원1,소공원,,전라남도 해남군 송지면 통호리 산2-31,34.3246981,126.5874025,1309,,,,,,2016-12-29,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00027,휴양 소공원2,소공원,,전라남도 해남군 송지면 통호리 산2-31,34.3246981,126.5874025,1696,,,,,,2016-12-29,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00028,통호 소공원1,소공원,전라남도 해남군 송지면 땅끝해안로 2785,전라남도 해남군 송지면 통호리 1-50,34.3198132139,126.5892366116,14370,,,,,,2016-12-29,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00029,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 565-1,34.7079833496,126.3860398107,1841,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00030,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 642,34.7004493661,126.3912306941,1248,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00031,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 642,34.7004493661,126.3912306941,1359,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00032,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 641,34.7073528389,126.4059727691,9259,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00033,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 641,34.7073528389,126.4059727691,1845,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00034,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 401,34.7078636211,126.396623,1486,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00035,산이 소공원,소공원,,전라남도 해남군 산이면 구성리 258,34.7038577750,126.4035603396,8324,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00036,산이 소공원,소공원,,전라남도 해남군 산이면 상공리 1148,34.691726,126.3881115204,5295,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00037,산이 소공원,소공원,,전라남도 해남군 산이면 덕송리 1088,34.6996421000,126.4297477839,14175,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00038,산이 소공원,소공원,,전라남도 해남군 산이면 덕송리 1088,34.6996421000,126.4297477839,4746,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00039,산이 소공원,소공원,,전라남도 해남군 산이면 덕송리 1088,34.6996421000,126.4297477839,1927,,,,,,2018-12-28,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00040,해리동백어린이공원,어린이공원,,전라남도 해남군 해남읍 해리 474-5,34.572817,126.6076949540,1500,운동기구,조합놀이대,정자,,,1985-04-12,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00041,해리신금영어린이공원,어린이공원,,전라남도 해남군 해남읍 해리 305-3,34.567047,126.603268,1640,운동기구,조합놀이대,정자,,,1985-04-12,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00042,오일시장어린이공원,어린이공원,,전라남도 해남군 해남읍 남외리 114,34.5690109817,126.595829,1500,운동기구,조합놀이대,정자,,,1985-04-12,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00043,구교어린이공원,어린이공원,,전라남도 해남군 해남읍 구교리 111-1,34.5778231609,126.5965887340,1702,운동기구,조합놀이대,정자,,,1985-04-12,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00044,공간어린이공원,어린이공원,,전라남도 해남군 해남읍 구교리 81-19,34.5785009718,126.593971,1512,운동기구,,정자,,,1977-01-27,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00045,해리소방어린이공원,어린이공원,,전라남도 해남군 해남읍 해리 283,34.5664143435,126.6074142415,1500,,,,,,1995-12-30,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00046,남외어린이공원,어린이공원,,전라남도 해남군 해남읍 남외리 457-1,34.574209,126.5892940762,1500,,,,,,2012-08-22,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00047,남동신명1어린이공원,어린이공원,,전라남도 해남군 해남읍 남외리 540-18,34.567895,126.591269,1672,,,,,,2012-08-22,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00048,남동신명2어린이공원,어린이공원,,전라남도 해남군 해남읍 남외리 543-2,34.567417,126.591832,1806,,,,,,2012-08-22,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00049,고도외곽어린이공원,어린이공원,,전라남도 해남군 해남읍 고도리 478-4,34.5646170627,126.5970876047,1929,,,,,,2012-08-22,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00050,고도중앙어린이공원,어린이공원,,전라남도 해남군 해남읍 고도리 491-1,34.5651230201,126.6052866008,1554,,,,,,2012-08-22,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00051,아이뜨락생태놀이터,어린이공원,,전라남도 해남군 해남읍 해리 148-1,34.5733125,126.6099547,2204,,,,,,2015-11-03,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00052,수변공원 황토1,어린이공원,,전라남도 해남군 송지면 송호리 산2-7,34.322032,126.517778,2745,,,,,,2019-05-04,전라남도 해남군,061-530-5845,2019-06-11,4930000,전라남도 해남군,
46820-00053,토우리공원 황토2,어린이공원,,전라남도 해남군 송지면 송호리 550,34.3218496503,126.5196766371,1893,,,,,,2019-05-04,전라남도 해남군,061-530-5846,2019-06-11,4930000,전라남도 해남군,
46820-00054,어린이공원 황토3,어린이공원,,전라남도 해남군 송지면 송호리 550,34.3218496503,126.5196766371,1339,,,,,,2019-05-04,전라남도 해남군,061-530-5847,2019-06-11,4930000,전라남도 해남군,
46820-00055,잔디공원 황토4,어린이공원,,전라남도 해남군 송지면 송호리 535-1,34.322075,126.518856,2438,,,,,,2019-05-04,전라남도 해남군,061-530-5848,2019-06-11,4930000,전라남도 해남군,
46820-00056,산이 어린이공원,어린이공원,,전라남도 해남군 산이면 구성리 산10-1,34.6958756148,126.4032663018,5190,,,,,,2018-12-28,전라남도 해남군,061-530-5849,2019-06-11,4930000,전라남도 해남군,
46820-00057,산이 어린이공원,어린이공원,,전라남도 해남군 산이면 구성리 282,34.7048451594,126.401471,1784,,,,,,2018-12-28,전라남도 해남군,061-530-5850,2019-06-11,4930000,전라남도 해남군,
46820-00058,산이 어린이공원,어린이공원,,전라남도 해남군 산이면 덕송리 1088,34.6996421000,126.4297477839,2213,,,,,,2018-12-28,전라남도 해남군,061-530-5851,2019-06-11,4930000,전라남도 해남군,
43111-00001,중앙공원,근린공원,,충청북도 청주시 상당구 서문동 119,36.374827,127.292653,41245,,,,,,1967-01-16,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00002,원봉공원,근린공원,,충청북도 청주시 상당구 용암동 2075,36.363362,127.305268,279702,,,,,,1974-08-27,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00003,영운공원,근린공원,,충청북도 청주시 상당구 영운동 산62,36.379091,127.308741,119111,,,,,,1976-03-27,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00004,96호공원(김수녕양궁장),체육공원,,충청북도 청주시 상당구 용정동 252,36.6265125,127.5269309,127569,,,,,,1976-03-27,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00005,상당공원,근린공원,,충청북도 청주시 상당구 수동 283-3,36.63668949,127.4920338,10251,,,,,,1976-03-27,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00006,당산공원,근린공원,,충청북도 청주시 상당구 대성동 109-102,36.375527,127.294952,68968,,,,,,1977-05-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00007,중흥공원,근린공원,,충청북도 청주시 상당구 용암동 2102,36.363723,127.303238,21621,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00008,망골공원,근린공원,,충청북도 청주시 상당구 용암동 1591,36.61097206,127.5030615,15968,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00009,대머리공원,근린공원,,충청북도 청주시 상당구 용암동 1705,36.60577862,127.5020442,14184,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00010,꿈나무,어린이공원,,충청북도 청주시 상당구 용암동 2061,36.361581,127.304212,2957,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00011,한아름,어린이공원,,충청북도 청주시 상당구 용암동 1166,36.61517591,127.5028294,2283,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00012,무궁화,어린이공원,,충청북도 청주시 상당구 용암동 1513,36.362477,127.301049,2176,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00013,보람,어린이공원,,충청북도 청주시 상당구 용암동 2097,36.363258,127.303096,3427,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00014,큰꿈,어린이공원,,충청북도 청주시 상당구 용암동 2080,36.61155868,127.5092175,3085,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00015,소망,어린이공원,,충청북도 청주시 상당구 용암동 2087,36.362041,127.303581,1641,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00016,무지개,어린이공원,,충청북도 청주시 상당구 용암동 1986,36.60703887,127.5066171,4016,,,,,,1991-02-25,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00017,25호목련공원(목련공원),묘지공원,,충청북도 청주시 상당구 월오동 산2-1,36.643765,127.544213,1501511,,,,,,1992-01-06,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00018,미원공원,근린공원,,충청북도 청주시 상당구 미원면 미원리 산26-1,36.373553,127.399591,34334,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00019,숲울림,어린이공원,,충청북도 청주시 상당구 미원면 미원리 681,36.634769,127.655768,4106,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00020,미원 새싹,어린이공원,,충청북도 청주시 상당구 미원면 미원리 560-3,36.637701,127.660358,1502,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00021,걸리버,어린이공원,,충청북도 청주시 상당구 미원면 미원리 236,36.635767,127.661694,2240,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
43111-00022,사랑,어린이공원,,충청북도 청주시 상당구 금천동 314,36.373541,127.304213,1500.5,,,,,,1996-12-06,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,2019-06-21,5710000,충청북도 청주시,
